#{"t_start": 1690273305.6525893, "env_id": "None"}
r,l,t
197.735078,203,14.334141
198.191484,203,28.567599
197.402266,203,42.82007
198.282031,203,57.139107
198.506484,203,71.576433
198.691328,203,79.746192
198.485547,203,93.883769
198.7925,203,108.035837
197.222813,203,122.206407
198.551875,203,136.581234
253.307321,261,431.062404
252.287633,261,479.782113
253.52068,261,528.761678
251.920211,261,577.099628
252.297164,261,625.222201
251.821852,261,673.507993
253.430602,261,721.830672
251.567399,261,1030.762676
254.392399,261,1113.178994
253.617555,261,1196.841523
321.016102,331,1283.759091
323.611883,331,1443.061442
322.850399,331,1529.964661
321.329774,331,1617.931375
325.185477,331,1993.348796
322.648446,331,2037.60895
322.583602,331,2081.843868
322.967743,331,2154.045408
321.633836,331,2198.019195
322.570008,331,2242.781479
361.697378,372,2595.433173
362.85855,372,2657.375153
363.925737,372,2764.379852
363.380972,372,2827.185563
361.386675,372,2934.68619
363.450269,372,2997.525201
364.457456,372,3380.849064
361.375034,372,3451.279027
362.814487,372,3573.820564
365.058472,372,3644.073868
405.945522,417,3769.184367
407.820053,417,4184.989967
406.468959,417,4285.949392
408.209662,417,4467.766359
406.532631,417,4650.251868
403.348725,417,4753.257806
406.949662,417,5197.796772
407.762943,417,5378.481748
409.805131,417,5480.611325
410.517787,417,5662.485301
476.438837,490,5849.973241
481.154306,490,6258.598252
481.744774,490,6412.45636
480.653837,490,6568.630009
480.986181,490,6722.684618
481.942196,490,7136.459064
481.501962,490,7289.901233
482.386103,490,7441.747841
481.933134,490,7533.187921
481.939462,490,7949.670932
543.324132,555,8167.054406
545.891788,555,8321.61842
543.432491,555,8475.985269
543.242726,555,8880.595983
545.014445,555,9075.191051
543.011788,555,9216.238112
545.374366,555,9620.176636
547.013116,555,9760.016818
547.256554,555,9900.536557
546.78382,555,10093.133966
588.900747,597,10513.036678
589.349732,597,10678.360973
589.633247,597,10905.892554
590.170279,597,11330.745673
588.211841,597,11630.970224
590.007857,597,11843.699239
589.581919,597,12055.593187
589.963013,597,12622.680712
590.207154,597,12842.155203
589.253638,597,13153.087024
646.02639,658,13644.038806
645.506156,658,13965.744613
645.976547,658,14196.660816
644.99889,658,14773.848356
642.041,658,15095.549058
643.690453,658,15324.701077
638.86514,658,15900.152062
640.296703,658,16221.130415
643.453422,658,16451.333313
638.431703,658,16773.082987
677.90455,704,17351.886133
687.067519,704,17587.900846
675.639785,704,17915.282155
671.078847,704,18487.259617
674.596738,704,18813.581101
666.244394,704,19395.806641
678.354238,704,19719.618376
678.837988,704,19951.536286
680.196972,704,20533.713616
673.505722,704,20845.642294
729.918984,756,21160.798106
723.687578,756,21740.3824
725.350156,756,22049.407597
730.291484,756,22361.096416
734.520938,756,22907.947953
723.843984,756,23196.434194
719.108828,756,23487.203198
725.145234,756,24070.404978
724.405,756,24398.780985
729.930781,756,24988.083874
771.408002,793,25326.017663
766.249252,793,25762.369405
762.862064,793,26361.183931
763.236127,793,26702.97499
780.310267,793,27298.594741
780.26097,793,27649.054274
762.94558,793,28001.270867
775.37308,793,28723.259317
772.024564,793,29080.767301
774.235189,793,29442.551887
826.134066,857,30062.417195
825.1268,857,30526.472263
828.704379,857,31147.169532
821.062191,857,31611.223091
816.82516,857,32238.138814
816.933832,857,32699.044634
832.11555,857,33065.970041
822.467894,857,33686.644763
839.181175,857,34160.670123
832.922582,857,34787.475203
907.068077,933,35276.491201
904.420343,933,36017.795917
894.470812,933,36399.786824
902.564406,933,36882.598706
900.48714,933,37608.98981
913.453859,933,38084.57695
895.679015,933,38713.635094
897.099796,933,39172.267083
889.856749,933,39912.983145
915.156671,933,40389.02046
950.956557,983,41138.338621
962.466088,983,41537.037879
953.037494,983,42293.088879
966.60226,983,42790.708
967.8064,983,43540.611113
952.213822,983,44030.937688
956.187025,983,44775.860089
963.986557,983,45272.162612
957.389057,983,46021.523122
950.987728,983,46510.731215
989.698079,1025,47261.328076
997.765814,1025,47765.934487
998.040814,1025,48516.569323
987.900501,1025,49026.532432
985.158783,1025,49783.606046
986.533783,1025,50293.864629
979.717845,1025,51162.015051
979.146908,1025,51670.332571
1000.436283,1025,52442.973383
977.363314,1025,52950.839492
1035.543516,1073,53738.118858
1021.138906,1073,54257.438193
1021.984062,1073,55137.275924
1027.175625,1073,55660.418649
1019.321875,1073,56449.124999
1022.408594,1073,57069.727274
1027.181328,1073,57854.897363
1030.885781,1073,58381.422396
1028.977812,1073,59260.662693
1029.923203,1073,59789.578667
1005.607266,1050,60574.321854
1016.205781,1050,61090.648872
1003.067031,1050,61872.34742
1010.850156,1050,62484.866981
1014.670469,1050,63259.117385
1009.833984,1050,63768.425146
1009.741953,1050,64526.327937
1015.207734,1050,65016.147488
1008.976172,1050,65856.239427
1021.653828,1050,66341.439448
1054.867109,1078,67083.102467
1058.697734,1078,67564.350447
1053.411328,1078,68400.559488
1059.092734,1078,68881.44346
1056.656484,1078,69616.284689
1063.492734,1078,70451.569686
969.049609,983,70920.858257
1065.930312,1078,71648.767762
1064.705703,1078,72129.696526
1064.771875,1078,72957.485633
1065.310703,1078,73435.170933
1035.807109,1050,74169.80067
1039.165625,1050,74648.661907
1038.411016,1050,75389.189878
1041.108672,1050,75953.503153
1039.004688,1050,76690.056674
1040.340469,1050,77174.457754
1039.1975,1050,77905.772893
1042.354922,1050,78388.52449
1041.121719,1050,79208.339721
1041.535625,1050,79685.681625
1014.080625,1023,80419.712487
1011.982578,1023,80896.275339
1012.951094,1023,81619.840439
1014.060937,1023,82095.1577
1012.317344,1023,82818.218765
1013.635781,1023,83293.578983
1013.818437,1023,84106.696647
1013.184297,1023,84581.784177
1014.593516,1023,85305.4819
1013.442031,1023,85788.946189
1042.596562,1053,86527.560417
